BPLC_NM,BZSTAT_SE_NM,CLSBIZ_YMD,CRD_INFO_X,CRD_INFO_Y,DAT_UPDT_PNT,DAT_UPDT_SE,DTL_SALS_STTS_CD,DTL_SALS_STTS_NM,LAST_MDFCN_PNT,LCPMT_RTRCN_YMD,LCPMT_YMD,LCTN_AREA,LCTN_ZIP,LOTNO_ADDR,MNG_NO,OPN_ATMY_GRP_CD,ROAD_NM_ADDR,ROAD_NM_ZIP,ROBIZ_YMD,SALS_STTS_CD,SALS_STTS_NM,STOR_SE_NM,TCBIZ_BGNG_YMD,TCBIZ_END_YMD,TELNO
(주)지에스리테일 초읍점,구분없음,,386532.400526395,188444.325227743,2025-12-15 16:15:28,I,1,정상영업,2025-04-14 10:09:53,,2011-07-26,1203,614-080,부산광역시 부산진구 초읍동 275번지 4호,2011329008507500004,3290000,"부산광역시 부산진구 새싹로 244, 1~2층 (초읍동)",,,01,영업/정상,준대규모점포,,,051-895-5161
(주)지에스리테일 GS더프레시 울산태화점,구분없음,,409276.15205248,230745.196101658,2026-05-06 22:48:24,I,1,정상영업,2025-04-18 13:09:27,,2011-07-25,418,,울산광역시 중구 태화동 37-29,2014369009907500001,3690000,울산광역시 중구 명륜로 23 (태화동),44452,,01,영업/정상,준대규모점포,,,052-246-8116
(주)서원유통 부곡점,구분없음,,390264.860389309,193541.558799919,2025-12-15 16:15:28,I,1,정상영업,2025-04-30 17:48:10,,2011-07-25,1495,609-320,부산광역시 금정구 부곡동 333번지 1호,2011335008507500001,3350000,부산광역시 금정구 부곡로 79 (부곡동),,,01,영업/정상,준대규모점포,,,051-583-1501
홈플러스(주)익스프레스구산점,그 밖의 대규모점포,,192563.874496397,456570.084566278,2026-08-08 22:48:10,U,1,정상영업,2026-08-07 10:20:55,,2011-07-25,510,122-819,서울특별시 은평구 구산동 1번지 24호,2011311013107500002,3110000,서울특별시 은평구 서오릉로 145 (구산동),,,01,영업/정상,준대규모점포,,,02-358-8546
이마트 서산점,대형마트,,153402.526239337,365343.26499901,2026-03-26 22:48:23,I,1,정상영업,2024-04-24 09:01:48,,2011-07-22,9972.4,356-040,충청남도 서산시 잠홍동 463번지 외 7필지,2011453021107500001,4530000,"충청남도 서산시 서해로 3685 (잠홍동,외 7필지)",,,01,영업/정상,대규모점포,,,041-670-1271
(주)지에스리테일 GS수퍼 월성점,대형마트,2021-07-22,338254.888490236,260132.208009865,2025-12-15 16:15:28,I,3,폐업처리,2021-07-22 11:09:52,,2011-07-21,611,704-828,대구광역시 달서구 월성동 273번지 4호,2014347011707500008,3470000,"대구광역시 달서구 월성로 42, 115호 117호 (월성동)",,,03,폐업,준대규모점포,,,
(주)지에스리테일 GS수퍼 대구월곡점,대형마트,,339656.946917105,258136.225468779,2025-12-15 16:15:28,I,1,정상영업,2025-05-29 11:18:51,,2011-07-21,313,704-818,대구광역시 달서구 상인동 1527번지 3호,2014347011707500007,3470000,대구광역시 달서구 상화북로 187 (상인동),,,01,영업/정상,준대규모점포,,,
(주)지에스리테일 GS수퍼 대구월서점,대형마트,2017-10-24,338300.745101101,259066.123687973,2025-12-15 16:15:28,I,3,폐업처리,2017-10-26 13:47:40,,2011-07-21,718,704-819,대구광역시 달서구 상인동 1595번지,2014347011707500006,3470000,"대구광역시 달서구 조암남로 17, 101~103호 (상인동)",,,03,폐업,준대규모점포,,,
(주)지에스리테일 GS수퍼 대구상인점,대형마트,2017-10-24,,,2025-12-15 16:15:28,I,3,폐업처리,2017-10-26 13:47:20,,2011-07-21,676,704-758,대구광역시 달서구 상인동 1475번지,2014347011707500005,3470000,"대구광역시 달서구 상화북로 160, A동 101호 (상인동, 백조아파트상가)",,,03,폐업,준대규모점포,,,
(주)지에스리테일 GS수퍼 본리점,대형마트,,339230.845140453,261410.555121064,2025-12-15 16:15:28,I,1,정상영업,2025-05-29 11:08:23,,2011-07-21,311,704-912,대구광역시 달서구 본리동 76번지 2호,2014347011707500004,3470000,"대구광역시 달서구 장기로 167, 223동 118~122호 (본리동, 성당래미안이편한세상)",,,01,영업/정상,준대규모점포,,,
홈플러스(주)익스프레스 당감점,구분없음,2012-04-13,385629.575505364,187249.168576442,2025-12-15 16:15:28,I,3,폐업처리,2019-01-07 15:33:25,,2011-07-19,296.3,614-100,부산광역시 부산진구 당감동 734번지 21호,2011329008507500003,3290000,부산광역시 부산진구 당감서로80번길 22 (당감동),,,03,폐업,준대규모점포,,,051-892-8543
(주)지에스리테일GS수퍼 인천병방점,그 밖의 대규모점포,2016-11-21,177256.178239344,449391.039560674,2026-05-10 23:19:02,I,3,폐업처리,2016-11-21 09:48:19,,2011-07-18,988,407-320,인천광역시 계양구 병방동 167번지 2호,2011355005907500001,3550000,인천광역시 계양구 병방로 27 (병방동),,,03,폐업,준대규모점포,,,032-542-9552
홈플러스(주) 익스프레스 상도점,쇼핑센터,2025-05-31,194064.994071226,444089.838269412,2026-05-03 22:37:50,I,3,폐업처리,2025-05-29 17:08:56,,2011-07-14,304.1,156-843,서울특별시 동작구 상도4동 255번지 4호,2011319012807500002,3190000,서울특별시 동작구 성대로 43 (상도동),,,03,폐업,준대규모점포,,,
씨에스유통 (롯데슈퍼화곡2점),구분없음,,187464.403178638,447877.710664426,2026-02-24 22:18:10,U,1,정상영업,2026-02-23 17:38:08,,2011-07-14,1524.6,157-900,서울특별시 강서구 화곡4동 830번지 1호,2011315012307500003,3150000,서울특별시 강서구 등촌로5길 80 (화곡동),,,01,영업/정상,준대규모점포,,,02-2643-2211
(주)지에스리테일 군산나운점,그 밖의 대규모점포,2024-03-18,172990.997205494,274037.79526228,2026-05-06 22:48:23,I,3,폐업처리,2024-03-18 11:02:08,,2011-07-13,819.33,573-866,전북특별자치도 군산시 나운동 486번지 1호,2011467017707500001,4671000,전북특별자치도 군산시 수송로 50 (나운동),,,03,폐업,준대규모점포,,,063-734-3005
해가든프라자,그 밖의 대규모점포,,196587.030630143,444939.455414947,2026-08-22 22:18:10,U,1,정상영업,2026-08-21 14:26:22,,2011-07-13,5051.61,156-070,서울특별시 동작구 흑석동 332번지,2011319012807500001,3190000,서울특별시 동작구 서달로 150 (흑석동),,,01,영업/정상,대규모점포,,,
롯데쇼핑(주)롯데수퍼효자점,그 밖의 대규모점포,,211378.359542979,256160.998856098,2026-04-21 03:03:03,U,1,정상영업,2026-04-20 16:47:28,,2011-07-07,934.9,,전북특별자치도 전주시 완산구 효자동1가 197번지 2호,2011464036307500002,4641000,전북특별자치도 전주시 완산구 효동2길 8 (효자동1가),55093,,01,영업/정상,준대규모점포,,,063-224-4545
주식회사 홈플러스익스프레스 모라점,그 밖의 대규모점포,,381395.589872007,189216.398760621,2026-07-14 22:18:10,U,1,정상영업,2026-07-13 08:34:15,,2011-07-07,1928,617-081,부산광역시 사상구 모라1동 425번지 2호,2011339008307500001,3390000,부산광역시 사상구 모라로 116 (모라동),,,01,영업/정상,준대규모점포,,,051-328-2862
홈플러스 대구스타디움점,대형마트,2021-07-01,352335.045028381,260158.750203679,2026-05-03 22:40:51,I,3,폐업처리,2021-07-06 17:04:25,,2011-07-06,11065,706-130,대구광역시 수성구 대흥동 504번지,2011346011707500001,3460000,대구광역시 수성구 유니버시아드로 140 (대흥동),,,03,폐업,대규모점포,,,053-664-8124
(주)지에스리테일 청주사직점,구분없음,,241739.269410736,347853.672122816,2026-05-06 22:48:33,I,1,정상영업,2025-04-22 10:49:25,,2011-07-05,447.1,361-833,충청북도 청주시 서원구 사창동 357-8번지,2014436020307500003,5710000,충청북도 청주시 서원구 창직로55번길 7 (사창동),,,01,영업/정상,준대규모점포,,,043-263-4600
(주)지에스리테일 청주점,구분없음,,242170.204013064,346191.916777315,2026-05-06 22:48:33,I,1,정상영업,2025-04-22 10:37:47,,2011-07-05,980.28,361-151,충청북도 청주시 서원구 수곡동 904번지,2014436020307500002,5710000,충청북도 청주시 서원구 구룡산로 242 (수곡동),,,01,영업/정상,준대규모점포,,,043-292-1888
롯데슈퍼추부가맹점,그 밖의 대규모점포,2013-12-31,242444.61753194,298990.524793339,2026-05-06 22:48:23,I,3,폐업처리,2013-12-31 13:30:32,,2011-07-05,493,312-941,충청남도 금산군 추부면 마전리 427번지,2011455001007500001,4550000,충청남도 금산군 추부면 하마전로 56-7,,,03,폐업,준대규모점포,,,041-751-4333
농협중앙회 옹진군지부 하나로마트,,2012-04-12,,,2026-03-26 22:48:22,I,3,폐업처리,2012-04-12 14:08:57,,2011-07-05,242.52,402-835,인천광역시 남구 주안1동 195번지,2011351009207500002,3510500,,,,03,폐업,준대규모점포,,,032-860-3560
롯데쇼핑(주) 롯데슈퍼 이천갈산점,구분없음,2021-01-01,240460.438731023,420391.082149565,2026-05-09 22:02:22,I,3,폐업처리,2022-01-10 15:59:21,,2011-07-04,615,,경기도 이천시 갈산동 592번지 43호,2018407008807500002,4070000,경기도 이천시 증신로 83 (갈산동),17359,,03,폐업,준대규모점포,,,031-637-5603
주식회사 홈플러스익스프레스 태릉점,구분없음,,206771.217305763,455221.989517331,2026-08-25 22:48:10,U,1,정상영업,2026-08-24 18:25:50,,2011-07-04,466.1,131-122,서울특별시 중랑구 중화2동 314번지 1호,2011306009507500001,3060000,서울특별시 중랑구 동일로129길 35 (중화동),,,01,영업/정상,준대규모점포,,,02-491-8545
주식회사 홈플러스익스프레스 화곡점,구분없음,,185681.122656637,448813.441620263,2026-07-14 22:18:10,U,1,정상영업,2026-07-13 16:30:43,,2011-07-01,236,157-924,서울특별시 강서구 화곡3동 1065번지 8호,2011315012307500002,3150000,서울특별시 강서구 화곡로 153 (화곡동),,,01,영업/정상,준대규모점포,,,02-2065-8534
롯데슈퍼 유진점,구분없음,,194850.361025035,454344.432517428,2026-05-06 22:37:16,U,1,정상영업,2026-02-23 16:05:33,,2011-07-01,2040,,서울특별시 서대문구 홍제동 294번지 46호 유진상가,2018312018307500002,3120000,"서울특별시 서대문구 통일로 484, 유진상가 1층 (홍제동)",03628,,01,영업/정상,준대규모점포,,,02-395-3674
롯데쇼핑(주) 롯데마트 아산점,대형마트,,,,2026-05-06 22:48:25,U,2,휴업처리,2026-05-04 10:56:56,,2011-06-30,13738,336-857,충청남도 아산시 배방읍 장재리 13번지 1호 택지개발지구M-1블럭Y시티주상복합상가1층,2011452022507500002,4520000,충청남도 아산시 배방읍 광장로 210,,,02,휴업,대규모점포,2026-06-23,2027-06-22,041-539-2520
주식회사 홈플러스익스프레스 주안점,그 밖의 대규모점포,,173092.342931106,439957.957398464,2026-07-29 22:48:10,U,1,정상영업,2026-07-28 11:06:15,,2011-06-30,501,,인천광역시 미추홀구 주안동 892-1 두산주상복합아파트,2011351009207500001,3510500,"인천광역시 미추홀구 석산로 42 (주안동, 두산주상복합아파트)",22144,,01,영업/정상,준대규모점포,,,032-441-8546
주식회사 홈플러스익스프레스 도림점,구분없음,,191157.139334361,444953.005202762,2026-08-12 22:18:10,U,1,정상영업,2026-08-11 13:08:11,,2011-06-30,240.5,150-833,서울특별시 영등포구 도림동 251번지 5호,2011318016307500002,3180000,서울특별시 영등포구 도신로 75 (도림동),,,01,영업/정상,준대규모점포,,,02-833-8535
주식회사 홈플러스익스프레스 신정점,구분없음,,186934.14769332,446336.680481997,2026-07-03 22:18:10,U,1,정상영업,2026-07-02 16:29:15,,2011-06-30,213,158-073,서울특별시 양천구 신정3동 1183번지 12호,2011314011407500002,3140000,서울특별시 양천구 중앙로 255-1 (신정동),,,01,영업/정상,준대규모점포,,,26968546
홈플러스익스프레스 마산호계점,구분없음,,338565.952032288,197423.081824261,2026-06-30 03:03:03,U,1,정상영업,2026-06-29 11:04:27,,2011-06-29,479.7,630-856,경상남도 창원시 마산회원구 내서읍 호계리 65번지,2011567024107500003,5670000,경상남도 창원시 마산회원구 내서읍 광려천북로 198-2,,,01,영업/정상,준대규모점포,,,055-232-8052
홈플러스익스프레스 석전점,복합쇼핑몰,,343608.326889913,193632.616766862,2026-06-30 03:03:03,U,1,정상영업,2026-06-29 11:34:23,,2011-06-29,363.3,630-807,경상남도 창원시 마산회원구 석전2동 245번지 3호,2011567024107500002,5670000,경상남도 창원시 마산회원구 양덕서8길 10 (석전동),,,01,영업/정상,준대규모점포,,,055-255-8545
홈플러스(주) 익스프레스 월영점,그 밖의 대규모점포,2021-02-25,341862.565103268,187325.561449479,2026-04-30 22:00:14,I,3,폐업처리,2021-02-25 20:51:35,,2011-06-29,229,,경상남도 창원시 마산합포구 월영동 703번지 2호 대동아파트,2011567024107500001,5670000,"경상남도 창원시 마산합포구 월영남로 42, 상가동 201~203호 (월영동)",51771,,03,폐업,준대규모점포,,,055-221-8545
GS슈퍼 경주현곡점,그 밖의 대규모점포,,398879.500226616,265357.666514351,2025-12-15 16:15:28,I,1,정상영업,2021-07-26 15:52:28,,2011-06-28,0,,경상북도 경주시 현곡면 금장리 442-1 gs슈퍼마켓,2021505035207500008,5050000,"경상북도 경주시 현곡면 안현로 8, gs슈퍼마켓",38051,,01,영업/정상,준대규모점포,,,054-774-8534
주식회사 롯데슈퍼 무안점,그 밖의 대규모점포,,151821.824787706,165412.261458537,2026-07-14 11:38:15,I,1,정상영업,2018-04-17 13:35:07,,2011-06-27,901,,전남광주통합특별시 무안군 무안읍 성남리 813번지 18호,2011495009707500001,5880000,전남광주통합특별시 무안군 무안읍 면성1길 131,58529,,01,영업/정상,준대규모점포,,,061-454-9400
롯데슈퍼 강서점,구분없음,,238386.711216501,347101.987654595,2026-05-06 22:48:30,I,4,직권취소,2018-04-05 16:25:09,,2011-06-27,942.45,,,2012436012407500001,5710000,충청북도 청주시 흥덕구 서현동로 20 (강서동),,,04,취소/말소/만료/정지/중지,준대규모점포,,,043-232-6580
롯데슈퍼강서점,구분없음,2022-10-05,238386.711216501,347101.987654595,2026-05-06 22:48:30,I,3,폐업처리,2022-10-06 09:50:37,,2011-06-27,942.45,,,2011436020307500001,5710000,충청북도 청주시 흥덕구 서현동로 20 (강서동),,,03,폐업,준대규모점포,,,043-232-6580
롯데쇼핑(주)롯데슈퍼신현점,그 밖의 대규모점포,,,,2026-07-01 13:36:35,I,1,정상영업,2026-05-04 13:54:10,,2011-06-27,1579,404-240,인천광역시 서해구 신현동 134번지 25호,2011356010207500002,3561000,인천광역시 서해구 염곡로 351 (신현동),,,01,영업/정상,준대규모점포,,,
(주)농협유통 하나로마트 가좌점,그 밖의 대규모점포,,,,2026-07-01 13:36:35,I,1,정상영업,2024-09-10 14:58:45,,2011-06-27,1369.7,,인천광역시 서해구 가좌동 가좌한신휴플러스2차아파트 단지내상가,2011356010207500001,3561000,"인천광역시 서해구 장고개로337번길 16 (가좌동, 가좌한신 휴아파트 상가)",22810,,01,영업/정상,준대규모점포,,,032-573-8288
롯데쇼핑(주) 롯데슈퍼 영월점,그 밖의 대규모점포,,329961.246335626,410133.019258366,2026-04-24 21:18:11,U,1,정상영업,2026-04-22 14:34:01,,2011-06-24,764.5,230-808,강원특별자치도 영월군 영월읍 하송리 251번지 2호,2011427005907500001,4271000,강원특별자치도 영월군 영월읍 중앙로 5-10,,,01,영업/정상,준대규모점포,,,033-373-5601
홈플러스(주) 익스프레스 동부점,대형마트,2023-12-23,398320.448936443,188713.364513609,2026-05-10 22:54:10,I,3,폐업처리,2023-12-22 14:41:02,,2011-06-24,212,612-778,부산광역시 해운대구 좌4동 1412번지 동부아파트 상가동 103호,2011333010307500001,3330000,"부산광역시 해운대구 세실로 158, 상가동 103호 (좌동,동부아파트)",,,03,폐업,준대규모점포,,,051-701-8521
주식회사 홈플러스익스프레스 토곡점,그 밖의 대규모점포,,391426.197700912,189675.658843247,2026-06-30 03:03:03,U,1,정상영업,2026-06-29 15:11:45,,2011-06-23,224.3,611-817,부산광역시 연제구 연산9동 399번지 10호,2011337006907500002,3370000,부산광역시 연제구 과정로 226 (연산동),,,01,영업/정상,준대규모점포,,,051-751-8565
영동전통시장,그 밖의 대규모점포,,202023.395227792,445302.915908145,2025-12-15 16:15:28,I,1,정상영업,2019-08-31 10:59:45,,2011-06-23,0,135-011,서울특별시 강남구 논현1동 140번지 외 44필지,2011322016207500003,3220000,"서울특별시 강남구 강남대로124길 22, 3층 301호 (논현동)",,,01,영업/정상,대규모점포,,,
트레이더스 홀세일클럽 안산점,대형마트,,180873.786214121,425492.088360076,2025-12-15 16:15:28,I,1,정상영업,2023-06-30 17:46:41,,2011-06-22,9207.06,,경기도 안산시 단원구 신길동 1687번지 이마트트레이더스,2011393027607500003,3930000,"경기도 안산시 단원구 중앙대로 397, 이마트트레이더스 (신길동)",15402,,01,영업/정상,대규모점포,,,02-380-9422
홈플러스(주) 익스프레스 대구월촌점,대형마트,2013-10-02,339246.994532553,258241.360670906,2025-12-15 16:15:28,I,3,폐업처리,2013-10-04 10:49:30,,2011-06-22,428.9,704-371,대구광역시 달서구 상인1동 518번지 2호,2013347011707500007,3470000,대구광역시 달서구 월곡로 219 (상인동),,,03,폐업,준대규모점포,,,053-639-0434
홈플러스(주) 익스프레스 이곡점,대형마트,2015-11-29,335728.273516917,262684.165543172,2025-12-15 16:15:28,I,3,폐업처리,2015-12-11 17:37:18,,2011-06-22,464.42,704-939,대구광역시 달서구 이곡동 1196번지 3호,2013347011707500006,3470000,대구광역시 달서구 계대동문로 102 (이곡동),,,03,폐업,준대규모점포,,,053-591-8547
